Dec,12,117,0,0,50,-11
Dec,13,142,0,0,72,28
Dec,14,0,0,0,122,-11
Dec,15,0,0,0,-11,-67
Dec,16,0,0,0,33,-78
Dec,17,0,0,0,122,-33
Dec,18,10,0,3,72,0
Dec,19,5,0,3,6,-28
Dec,20,0,0,0,6,-33
Dec,21,0,0,0,28,-6
Dec,22,15,0,0,50,-6
Dec,23,279,0,0,111,44
Dec,24,241,0,0,111,78
Dec,25,20,0,8,111,-56
Dec,26,0,0,0,-6,-28
Dec,27,10,0,41,-11,-67
Dec,28,0,25,0,39,-56
Dec,29,0,0,0,-11,-61
Dec,30,20,0,28,22,-17
Dec,31,0,0,0,28,-72
Jan,01,8,0,8,-56,-117
Jan,02,0,0,0,-78,-150
Jan,03,0,0,0,-94,-139
Jan,04,0,0,0,-72,-156
Jan,05,0,0,0,-56,-156
Jan,06,30,0,36,-11,-133
Jan,07,18,76,33,-33,-139
Jan,08,0,51,3,-100,-139
Jan,09,0,51,3,-94,-178
Jan,10,0,51,0,-22,-172
Jan,11,0,51,0,0,-56
Jan,12,0,25,0,0,-94
Jan,13,0,25,0,100,-72
Jan,14,0,0,0,117,11
Jan,15,0,0,0,67,11
Jan,16,0,0,0,67,11
Jan,17,0,0,0,50,0
Jan,18,0,0,0,78,11
Jan,19,0,0,0,39,0
Jan,20,28,0,0,72,22
Jan,21,74,0,0,61,17
Jan,22,0,0,0,44,11
Jan,23,109,0,0,117,39
Jan,24,23,0,0,100,6
Jan,25,0,0,0,22,-17
Jan,26,3,0,3,-6,-61
Jan,27,13,0,8,33,-50
Jan,28,0,0,0,-6,-72
Jan,29,0,0,0,-56,-89
Jan,30,0,0,0,6,-72
Jan,31,0,0,0,50,-72
Feb,01,0,0,0,39,-39
Feb,02,0,0,0,50,-28
Feb,03,0,0,0,33,-56
Feb,04,30,0,3,33,-17
Feb,05,170,0,23,28,11
Feb,06,0,25,0,17,-28
Feb,07,0,0,0,22,-50
Feb,08,30,0,53,0,-22
Feb,09,10,76,10,-17,-117
Feb,10,0,76,0,-6,-72
Feb,11,0,25,0,28,-100
Feb,12,0,25,3,22,-33
Feb,13,0,0,0,28,-28
Feb,14,48,0,89,0,-67
Feb,15,3,102,10,-33,-83
Feb,16,0,102,3,6,-56
Feb,17,0,76,0,17,-72
Feb,18,0,25,0,61,-50
Feb,19,3,0,0,61,-50
Feb,20,0,0,0,128,22
Feb,21,218,0,0,61,28
Feb,22,18,0,0,33,-28
Feb,23,0,0,0,39,-50
Feb,24,0,0,0,-11,-89
Feb,25,0,0,0,33,-94
Feb,26,0,0,0,50,-67
Feb,27,0,0,0,56,-44
Feb,28,0,0,0,83,-44
Mar,01,0,0,0,39,-22
Mar,02,0,0,0,72,-17
Mar,03,0,0,0,78,-44
Mar,04,0,0,0,100,-44
Mar,05,0,0,0,111,-39
Mar,06,0,0,0,144,-28
Mar,07,0,0,0,211,28
Mar,08,0,0,0,150,33
Mar,09,33,0,0,139,83
Mar,10,0,0,0,239,117
Mar,11,102,0,0,200,94
Mar,12,58,0,0,100,61
Mar,13,53,0,0,89,61
Mar,14,8,0,0,94,72
Mar,15,0,0,0,122,72
Mar,16,0,0,0,144,72
Mar,17,0,0,0,161,67
Mar,18,0,0,0,178,44
Mar,19,0,0,0,200,61
Mar,20,8,0,0,144,28
Mar,21,71,0,0,67,28
Mar,22,8,0,0,156,50
Mar,23,0,0,0,217,39
Mar,24,0,0,0,228,72
Mar,25,188,0,0,150,22
Mar,26,0,0,0,111,-17
Mar,27,3,0,0,150,39
Mar,28,66,0,0,139,61
Mar,29,0,0,0,161,22
Mar,30,0,0,0,228,50
Mar,31,0,0,0,300,128
Apr,01,0,0,0,306,156
Apr,02,25,0,0,272,133
Apr,03,81,0,0,200,106
